195202,5.15,5.3,5.6,5.46,4.63,14.14,13.01,12.43,12.94,12.62,25.67,26.1,26.6,26.71,23.7,61.28,59.87,59.86,54.86,57.77,449.53,243.19,571.17,384.58,185.34
195203,4.85,5.1,5.45,5.26,4.52,13.84,12.66,12.03,12.58,12.33,25.01,25.71,25.89,25.83,23.13,60.4,58.7,57.72,53.58,56.66,436.11,235.08,547.47,367.88,179.4
195204,4.98,5.13,5.5,5.36,4.61,13.84,12.85,12.12,12.88,12.91,25.57,26.04,26.26,26.47,23.99,62.06,59.88,59.11,55.41,60.24,455.66,247.21,568.18,391.47,191.91
195205,4.73,4.84,5.22,5.15,4.37,13.2,12.12,11.6,12.11,12.37,24.56,24.83,25.07,25.16,23.19,58.21,57.06,56.64,51.94,58.35,433.06,236.74,541.09,363.49,180.38
195206,4.35,4.86,5.32,5.2,4.43,13.38,12.37,11.9,12.28,12.62,25.07,25.32,25.31,25.53,23.97,59.64,57.93,57.99,53.45,59.97,447.8,241.96,551.39,373.02,185.25
195207,4.66,5.44,6.05,5.22,4.43,12.92,13.13,12.75,12.72,12.78,25.87,26.33,26.21,26.65,27.76,64.19,62.55,58.36,59.92,57.88,507.08,309.49,425.31,275.25,279.08
195208,4.75,5.58,6.16,5.26,4.45,13.14,13.08,12.9,12.84,12.71,26.21,26.54,26.66,26.91,27.76,64.68,63,59.35,60.53,58.6,511.77,313.51,424.42,283.93,282.73
195209,4.53,5.51,6.16,5.24,4.42,13.06,12.99,12.91,12.93,12.7,26.21,26.69,26.88,26.54,27.13,64.15,63.33,58.92,60.08,58.37,503.54,307.44,421.34,276.54,276.22
195210,4.47,5.47,6.09,5.11,4.35,12.75,12.63,12.8,12.64,12.41,26.24,26.22,26.5,25.67,26.23,62.22,62.76,57.78,58.8,56.48,492.69,301.54,409.65,268.05,268.24
195211,4.37,5.32,6.08,5.02,4.29,12.44,12.48,12.5,12.44,12.04,26.04,26.08,26.03,25.19,26,62.01,61.67,56.44,57.86,57.1,488.77,301.15,409.03,264.66,267.12
195212,4.37,5.7,6.24,5.2,4.47,13.15,12.82,13.03,13.2,12.68,27.3,27.74,27.15,26.36,27.43,64.31,64.77,59.4,60.86,60.69,515.54,316.35,424.78,281.08,285.84
195301,4.42,5.59,6.15,5.18,4.51,13.33,13.08,13.43,13.44,12.89,27.43,27.96,27.6,26.46,28.1,65.61,65.73,60.01,61.77,62.99,530.4,326.57,435.29,288.71,295.98
195302,4.55,5.85,6.43,5.38,4.69,13.86,13.46,13.82,13.83,13.26,28.24,28.16,28.4,27.29,28.5,65.46,66.19,62.01,63.25,64.24,524.23,323.34,431.83,292.7,296.93
195303,4.96,6,6.75,5.5,4.77,14.05,13.37,13.99,13.95,13.43,28.49,28.57,28.46,27.22,28.41,65.98,65.95,61.98,64.05,63.26,516.46,321.03,429.22,287.06,290.1
195304,4.36,5.78,6.57,5.4,4.68,13.58,13.2,13.71,13.62,13.09,28.41,28.23,27.88,26.78,27.68,64.97,65.24,60.24,61.96,61.96,509.8,315.88,421.87,274.91,280.99
195305,4.36,5.51,6.52,5.29,4.62,13.14,12.73,13.47,13.46,12.85,27.43,27.73,27.26,26.22,27.09,63.65,63.07,58.99,60.58,60.27,493.24,305.97,411.83,269.73,275.19
195306,4.57,5.4,6.59,5.28,4.66,13.08,12.78,13.66,13.34,12.89,27.42,27.51,27.13,26.19,27.32,63.18,62.56,59.35,60.78,62.5,495.29,303.04,412.44,265.58,277.54
195307,4.33,5.72,6.23,5.09,4.57,13.1,12.81,13.09,12.45,12.26,26.92,27.53,26.88,26.1,24.58,64.98,60.94,59.09,58.25,52.59,418.53,482.65,291.7,318.56,192.62
195308,4.32,5.69,6.34,5.15,4.67,13.02,12.98,13.27,12.58,12.39,27.32,27.73,27.25,26.77,25.02,66.1,61.62,59.94,58.44,52.96,429.65,497.18,299.27,324.23,194.64
195309,3.92,5.3,5.86,4.82,4.39,12.45,12.33,12.53,11.71,11.54,26.17,26.97,25.52,24.94,22.83,62.97,58.91,57.09,54.31,48.07,411.61,473.96,280.68,300.21,174.86
195310,3.81,5.01,5.77,4.7,4.22,12.66,12.11,12.35,11.52,11.23,26.3,26.6,25.23,24.33,21.89,62.99,58.89,56.58,53.07,46.39,415.14,475.7,276.82,296.11,171.11
195311,3.8,5.13,5.95,4.75,4.31,12.76,12.5,12.72,11.82,11.65,27.22,27.72,26.2,25.44,22.74,65.55,61.3,59.54,55.14,47.81,436.69,494.21,292,312.84,176.34
195312,3.79,5.41,6.04,4.75,4.37,12.91,12.7,12.93,11.79,11.77,27.88,28.07,26.36,25.54,23.03,66.65,62.62,61.04,56.16,49.47,449.86,499.47,293.87,316.79,178.92
195401,3.6,5.12,5.9,4.64,4.18,12.63,12.42,12.72,11.46,11.2,27.79,27.82,25.79,24.87,22.15,66.68,62.14,60.44,54.73,46.75,451.86,498.9,295.86,311.49,168.22
195402,4,5.49,6.14,4.99,4.54,13.18,13.1,13.45,12.22,12.26,29.34,29.79,27.59,26.45,23.96,69.92,65.51,64.44,57.91,50.49,468.09,524,318.02,338.54,180.93
195403,3.99,5.65,6.12,4.97,4.52,13.42,12.98,13.71,12.46,12.19,29.67,30.41,27.88,26.72,24.09,71.19,66.23,65.93,58.83,50.55,472.75,529.81,321.3,333.06,183.99
195404,4.07,5.82,6.28,5.1,4.56,13.67,13.23,13.98,12.78,12.39,30.8,30.6,29.01,27.29,24.01,74.17,67.96,68.96,59.9,51.7,492.4,545.2,335.58,336.2,184.24
195405,3.86,6.02,6.43,5.15,4.54,13.47,13.23,14.2,12.84,12.36,31.51,31.13,29.87,27.76,24.08,75.02,70.18,70.73,59.36,51.59,519.75,567.77,354.36,356.11,186.08
195406,3.85,6.42,6.68,5.35,4.72,13.75,13.63,14.77,13.33,12.82,32.23,31.98,30.15,28.9,25.74,77.43,71.95,73.76,62.66,54.86,531.21,576.7,359.57,376.38,198.95
195407,4.63,5.3,5.86,5.58,4.47,15.41,13.84,13.92,13.09,13.03,29.96,31.69,31.54,29.62,31.16,76.57,76.07,75.38,70.17,63.47,574.89,569.96,360.63,375.32,186.6
195408,4.76,5.71,6.08,6.09,5.13,16.04,14.71,14.86,13.95,14.08,31.41,33.93,33.57,31.66,33.14,80.7,81.07,80.94,73.97,68.5,596.15,603.33,377.43,402.11,202.66
195409,4.84,5.53,6.03,6.05,5.11,15.55,14.88,14.94,13.92,13.96,31.38,33.07,33,30.9,32.54,78.96,79.2,79.49,72.6,65.89,572.2,592.38,368.11,380.08,190.86
195410,5.35,5.81,6.18,6.3,5.29,16.16,15.39,15.54,14.49,14.63,31.7,33.83,34.9,32.07,33.76,81.84,82.44,84.69,76.69,68.42,613.85,625.94,402.28,406.51,196.68
195411,5.23,5.63,6.17,6.31,5.3,15.57,15.3,15.54,14.38,14.18,32.21,33.73,34.64,31.96,32.94,80.71,81.64,85.91,75.39,69.7,598.04,615.16,392.81,407.66,197.21
195412,5.52,6.13,6.67,6.74,5.66,16.77,16.1,16.6,15.82,15.41,34.41,36.56,37.53,35.8,36.23,85.95,88.2,95.78,83.99,78.28,653.75,654.39,423.8,457.63,224.85
195501,6.27,6.68,7.18,7.55,6.36,17.89,17.75,18.07,17.12,17.02,35.77,39,40.3,39.48,40.7,89.55,91.84,100.61,90.69,89.3,678.09,687.92,457.81,498.53,259.36
195502,5.93,7.05,7.34,7.8,6.65,17.52,17.95,18.2,17.31,17.15,36.81,39.53,41.65,40.1,41.66,89.27,92.8,101.84,91.02,89.28,676.49,698.2,449.79,512.47,263.88
195503,6.17,7.7,7.68,8.18,7.02,18.04,18.36,18.78,17.86,17.9,38.7,41.22,43.57,42.17,43.3,91.97,95.41,105.53,94.26,92,692.68,711.92,459.06,520.8,275.35
195504,6.07,7.62,7.63,8.08,7,18.21,18.02,18.52,17.8,18.17,37.29,40.65,43.08,42.35,45.47,91.29,93.41,103.12,91.93,94.58,690.65,706.8,459.51,526.6,276.09
195505,6.27,7.5,7.93,8.3,7.12,18.28,18.29,18.88,18.19,18.63,38.35,41.98,43.93,43.03,45.46,94.54,94.62,106.04,92.66,95.24,722.86,719,479.37,554.41,288.79
195506,6.12,7.65,7.87,8.33,7.13,17.99,18.54,18.74,18,18.68,38.69,41.51,44.12,43.02,45.64,95.25,95.5,106.3,94.5,94.58,737.11,714.36,478.49,544.7,290.69
195507,5.67,8.02,8.53,7.75,6.88,21.29,20.64,19.09,20.53,18.97,44.2,45.49,43.19,40.81,43.14,104.41,105.96,95.36,98.3,93.01,805.68,636.6,847.83,469.55,340.68
195508,6.2,8.34,8.51,7.9,6.92,20.3,20.63,19.49,20.69,19.34,44.97,45.45,42.87,40.96,43.52,103.91,106.58,95.18,98.9,93.97,823.92,663.06,861.27,466.71,340.64
195509,6.28,8.13,8.59,7.82,6.87,20.49,20.87,19.4,20.25,19.42,45.98,45.66,42.6,41.09,43.56,105.02,106.99,94.94,98.13,93.44,825.28,653.12,850.67,477.42,345.13
195510,6.4,8,8.71,7.7,6.98,19.86,20.36,19.26,19.85,19.25,45.13,44.72,42.1,41.17,42.81,103.26,103.29,93.72,95.72,91.66,824.61,652.13,851.21,477.56,332.07
195511,6.1,7.77,8.38,7.63,6.92,19.09,20.1,18.98,19.58,19.22,44.61,43.45,41.68,41.41,41.77,101.03,101.59,91.95,93.22,87.67,794.18,643.25,839.5,459.44,318.56
195512,5.92,8.24,8.93,7.99,7.12,20.18,21.29,19.89,20.15,20.16,47.39,45.76,43.64,43.03,44.65,106.72,107.28,96.27,97.84,93.51,852.59,686.71,866.19,489.54,351.18
195601,6.05,8.39,8.91,8.24,7.27,20.2,21.35,19.93,20.47,20.41,49.81,46.5,45.32,43.02,45.23,108.54,109.74,98.06,98.54,92.43,865.48,699.14,879.08,486.37,342.16
195602,6.91,8.34,8.9,8.13,7.14,19.83,20.79,19.58,19.91,20.12,47.4,45.41,43.44,42.64,43.48,105.18,106.22,95.21,94.29,88.48,825.67,689.47,874.43,478.33,330.92
195603,7.38,8.47,8.99,8.34,7.33,20.3,21.34,20.56,20.42,20.54,49.01,46.18,45.26,43.6,44.45,108.39,110.03,97.49,97.63,91.36,865.93,708.74,889.1,492.66,339.7
195604,7.4,8.73,8.97,8.99,7.66,20.34,22.23,21.44,21.04,21.64,52.62,47.59,47.92,45.87,45.79,114.28,116.34,103.83,100.99,93.96,924.75,778.45,929.08,519.94,368.7
195605,7.46,8.68,8.64,9.01,7.7,20.52,22.65,21.26,21.02,21.67,51.55,47.82,48.5,46.51,45.73,115.34,116.3,104.62,101.35,95.12,916.63,790.21,949.85,525.19,370.17
195606,7.3,8.25,8.4,8.62,7.35,19.55,21.25,20.3,20.01,20.63,51.44,45.73,47.28,43.9,43.12,111.56,111.94,98.75,95.58,90,866.84,739.01,900.46,486.01,335.64
195607,8.56,8.6,7.99,8.14,7.38,22.01,21.44,20.22,20.3,21.24,49.98,48.37,48.31,47.99,45.63,120.2,109.05,113.44,106.61,105.5,1112.84,520.9,892.77,500.53,271.12
195608,8.55,8.81,7.99,8.45,7.58,22.35,22.31,20.72,21.07,22.03,52.37,50.22,50.55,49.85,47.17,125.31,114.72,117.55,111.93,108.52,1163.19,567.3,939.42,524.38,278.77
195609,8.13,8.54,8.03,8.32,7.47,21.96,22.21,20.25,20.72,21.4,52.57,49.32,49.52,48.92,45.36,120.95,110.78,114.44,108.21,104.99,1120.12,536.72,918.08,504.48,263.14
195610,7.88,7.87,7.82,8.08,7.34,20.89,21.44,19.45,20.34,20.84,49.9,46.74,47.63,47.24,44.31,115.08,105.74,109.45,103.92,101.58,1048.49,511.37,885.83,474.94,254.94
195611,7.5,8,7.76,8.09,7.4,20.76,21.79,19.63,20.36,20.81,50.06,47.1,47.36,48.06,44.61,114.98,106.12,110.57,105.08,101.83,1055.12,514.3,889.76,478.27,257.52
195612,7.06,8.08,7.63,8.03,7.45,20.8,21.06,19.58,20.78,21.29,49.27,47.51,47.56,47.83,45.4,116.01,106.15,109.74,105.51,100.36,1042.18,512.37,906.17,502.22,248.71
195701,7.46,7.77,7.67,8.09,7.48,21.2,21.63,19.93,21.26,21.92,51.14,48.73,49,47.99,45.31,119.8,108.34,112.74,108.38,103.5,1076.73,535.8,935.86,506.77,253
195702,7.46,7.88,7.71,8.28,7.72,21.61,21.43,20.24,21.23,22.36,51.08,48.39,48.36,47.82,45.98,117.67,107.04,111.41,106.15,101.25,1022.89,511.05,915.3,484.96,250.43
195703,7.67,7.64,7.46,8.03,7.57,20.37,21,19.44,20.45,21.9,49.56,46.89,46.92,46.33,44.1,116.24,105.16,108.38,101.57,98.14,1000.82,500.96,895.97,461.69,238.2
195704,7.45,7.68,7.74,8.22,7.59,20.78,21.08,19.65,20.79,22.49,50.18,48.23,48.17,46.85,44.67,119.33,106.39,111.39,103.41,99.28,1025.07,511.55,909.95,465.31,242.8
195705,7.47,7.75,7.95,8.37,7.9,21.25,20.87,20.41,20.92,23.45,51.59,49.29,49.76,47.58,44.99,124.53,108.43,114.1,107.21,99.32,1081.6,539.9,937.43,486.92,246.84
195706,7.96,7.69,7.76,8.42,7.88,21.95,21.66,20.47,21,24.04,53,49.91,51.09,48.15,45.85,127.86,110.13,114.28,107.88,102.7,1130.43,554.42,961.67,494.55,250.86
195707,8.31,7.65,8.97,8.53,7.32,20.69,20.93,22.25,20.58,22.06,52.25,48.49,50.94,45.06,46.96,120.72,117.46,109.21,101.06,113.83,1112.5,706.68,780.36,472.51,343.09
195708,9.24,7.79,8.98,8.53,7.39,20.32,21,22.36,20.76,22.17,52.62,48.17,50.8,45.67,47.32,120.63,117.22,109.18,102.22,114.64,1128.95,712.55,779.19,478.25,345.82
195709,8.9,7.52,8.63,8.09,7.07,19.35,20.16,21.36,19.63,20.49,49.21,45.9,48.04,42.85,44.28,111,110.14,104.15,95.85,107.66,1061.58,675.1,758.99,448.75,325.02
195710,9.28,7.34,8.23,7.72,6.72,17.95,19.16,20.46,18.71,18.97,46.35,42.28,45.41,40.42,42.19,105.17,104.29,100.37,88.65,98.09,987.48,639.76,723.23,423.92,297.62
195711,8.46,6.62,7.73,7.21,6.07,16.71,17.88,19.39,17.48,17.14,42.88,39.93,42.82,37.95,38.97,98.64,101.4,97.04,82.31,87.02,950.61,616.65,697,400.51,274.25
195712,8.66,6.42,7.77,7.24,6.14,16.97,18.24,19.53,17.15,17.17,44.4,41.03,43.5,38.42,40.12,102.13,104.66,98.2,83.1,86.02,970.92,630.55,705.9,405.86,259.59
195801,7.73,6.08,7.34,6.77,5.78,15.82,17.55,19.11,15.87,15.76,42.19,39.81,41.14,35.43,38.24,98.19,101.45,96.99,76.39,80.65,933.76,601.93,690,372.22,241.09
195802,9.5,6.68,8.04,7.54,6.6,17.75,19.38,20.82,17.55,17.81,45.58,43.19,45.23,40.01,42.4,105.11,109.55,104.12,86.54,91.07,960.65,623.33,725.28,398.6,268.96
195803,8.74,6.68,7.88,7.5,6.52,17.82,19.33,20.61,17.47,17.82,45.17,42.95,44.73,39.51,42.25,103.31,108.19,104.5,84.5,88.32,935.29,611.22,717.33,383.58,257.16
195804,8.74,7.05,8.15,7.82,6.68,19.14,19.66,21.13,17.87,18.33,46.44,44.73,45.91,40.51,43.8,108.95,110.95,107.41,85.53,90.72,963.72,629.27,739.35,392.41,260.6
195805,9.1,7.46,8.33,8.07,6.96,20.07,20.37,21.72,18.29,19.14,47.7,45.01,46.66,40.81,45.76,112.97,113.65,109.49,88.2,95.69,991.99,650.44,761.34,402.04,276.01
195806,9.83,7.79,8.66,8.36,7.17,20.9,21,22.25,18.85,20.25,50.76,46.99,48.32,42.4,47.6,115.51,115.8,112.09,90.58,97.25,1013.42,664.34,773.48,415.12,284.25
195807,10.1,9.4,9.5,8.12,7.24,22.58,21.89,21.4,21.23,20.34,50.16,53.58,45.8,47.12,45.46,123.41,122.63,109.04,103.6,107.25,1045.8,585.67,1016.28,467.58,363.82
195808,10.2,10.06,10.18,8.61,7.64,23.02,22.48,22.53,22.25,21.8,51.45,56.57,48.86,50.41,50.01,127.94,127.27,114.74,109.25,117.18,1098.33,597.01,1083.17,493.39,391.08
195809,10.56,9.96,10.48,8.83,7.97,23.92,23.13,22.89,22.66,22.88,53.2,58.2,50.29,52.36,50.53,131.61,129.79,118.21,111.08,121.25,1112.54,598.86,1104.7,497.16,396.49
195810,10.84,10.9,10.96,9.2,8.54,24.26,24.22,23.82,24.23,24.9,55.12,59.31,52.06,55.23,55.11,136.29,134.63,123.83,117.52,134.92,1164.36,624.01,1152.42,515.96,429.63
195811,11.7,11.58,11.18,9.36,8.76,26.81,25.45,24.26,25.16,26.04,55.63,62.41,53.35,57.26,57.92,140.52,139.02,126.9,120.5,140.64,1190.95,642.1,1180.59,527.65,443.61
195812,13.93,12.9,12.15,9.67,9.02,28.13,27.18,25.26,26.27,27.39,58.62,63.08,54.53,59.28,59.41,146.52,143.94,133.34,125.92,147.15,1223.39,656.59,1191.17,537.73,455.34
195901,14.55,12.81,12.42,10.03,9.3,29.61,28.73,25.84,27.25,28.27,58.89,64.8,55.56,61.16,61.7,151.22,150.61,139.94,130.24,149.89,1284.97,687.83,1297.94,550.55,475.62
195902,15.78,13.01,14.25,10.49,9.97,30.79,29.63,26.7,29.13,29.47,60.91,65.7,58.44,64.12,64.15,151.71,153.48,143.56,137.37,152.31,1270.53,693.93,1332.87,563.68,499.87
195903,16.13,13.16,14.66,10.95,10.19,32.52,30.08,27.39,29.72,30.36,61.86,68.22,60.51,67.84,63.44,156.65,157.15,144.19,140.25,153.76,1274.58,687.51,1337.62,565.5,507.83
195904,16.33,12.7,14.05,11.07,10.61,33.27,30.39,27.86,30.2,31.24,62.3,69.53,61.49,66.65,63.65,157.65,156.13,149.02,141.32,150.98,1280.47,693.34,1310.94,574.33,505.16
195905,16.13,13.49,13.89,11.27,11,34.52,32.25,28.6,31,31.72,63.57,72.89,63.06,70.22,65.32,164.06,160.02,153.66,147.24,156.78,1353.98,699.25,1345.38,590.87,520.76
195906,16.02,13.52,14.3,11.48,11.18,34.22,31.97,28.59,30.16,32.07,63.17,72.78,62.4,71.88,67.61,162.7,161.65,157.24,149.19,158.37,1394.28,698.52,1359.09,592.12,542.21
195907,15.07,14.33,13.25,11.93,10.08,32.59,29.66,30.52,30.81,30,70.28,69.12,68.16,66.11,61.27,166.42,169.67,153.7,154.98,145.96,1316.32,1031.68,1074.2,623.77,632.89
195908,15.61,14.24,13.79,12.06,10.42,34.21,30.14,31.56,31.81,31.38,72.09,70.32,70.98,68.41,63.78,170.57,173.16,155.81,160.19,150.16,1371.58,1067.93,1092.45,642.99,636.42
195909,15.85,15.02,13.56,12,10.22,33.16,29.54,31.32,30.83,30.92,70.98,70.44,70.31,67.34,61.57,165.84,171.39,150.98,155.38,147.14,1347.47,1046.84,1093.17,620.52,649.54
195910,14.31,14.51,12.78,11.76,9.58,31.44,27.88,30.1,29.05,29.55,67.64,68.42,66.28,63.62,60.02,155.61,162.91,143.05,148.94,140.92,1283.14,993.57,1059.43,580.34,612.3
195911,14.55,15.66,12.85,11.93,9.65,32.55,28.57,30.89,29.69,30.05,70.3,71.3,67.45,65.04,59.18,161.23,168.62,146.62,153.21,139.65,1296.84,1007.9,1073.43,578.59,606.22
195912,14.26,15.86,12.68,12.1,9.66,34.43,27.88,31.17,30.47,30.53,71.99,71.5,67.57,66.33,58.28,166.24,172.39,149.77,151.42,140.33,1344.21,996.08,1063.04,562.59,601.7
196001,14.96,16.71,12.86,12.42,9.85,34.24,29.14,31.56,31.57,30.6,74.21,71.92,68.84,67.7,58.84,166.89,174.17,149.31,155.87,142.62,1384.72,1026.22,1085.88,583.85,637.05
196002,14.05,15.72,12.71,12.31,9.76,32.58,27.37,30.83,30.37,29.28,69.42,68.81,64.56,64.76,56.01,157.24,166.49,140.24,144.07,138.61,1257.91,953.33,1066.65,548.37,587.49
196003,13.74,16.29,12.59,12.16,9.85,33.1,27.86,31.11,30.99,29.37,70.3,68.61,64.33,65.11,55.19,159.86,168.71,142.51,144.59,140.29,1282.06,932.36,1115.77,529.94,562.09
196004,13.32,15.72,12.09,11.93,9.56,31.77,26.98,30.1,30.19,28.29,68.85,68.34,62.21,62.44,51.24,158.73,167.51,136.14,138.67,130.04,1274.54,914.5,1102.51,512.01,520
196005,12.65,15.88,11.78,11.54,9.31,32.34,25.7,29.72,29.69,27.47,68.97,67.24,60.48,60.65,48.47,158.37,166.67,132.84,134.61,126.63,1260.2,888.17,1085.12,499.16,499.11
196006,11.99,15.6,11.57,11.7,9.45,32.98,27.14,30.06,30.46,29.06,73.36,68.1,62.5,61.89,48.17,163.95,169.33,132.62,137.78,126.56,1318.89,903.2,1099.33,485.44,491.19
196007,13.67,12.58,13.02,11,9.04,29.01,32.41,29.3,27.92,28.83,66.26,65.28,63.81,64.45,59.1,156.78,155.02,148.72,151.94,137.31,1309.53,811.86,1283.94,434.75,620.49
196008,12.93,12.09,13.11,10.85,8.97,28.07,31.79,28.7,27.1,28.21,64.12,64.6,62.51,63.64,57.94,151.21,153.87,147.78,152.24,128.25,1255.33,796.25,1288.17,430.38,616.56
196009,15.89,13.13,13.33,11.32,9.32,28.02,32.19,29.88,28.21,29.33,66.88,68.12,64.36,65.89,58.36,153.16,158.73,152.53,157.49,129.06,1281.94,816.4,1338.44,443.73,628.38
196010,13.35,12.13,12.83,10.74,8.71,25.84,30.23,27.74,26.55,26.89,61.54,64.36,61.18,61.61,54.87,143.78,150.93,143.91,149.16,116.92,1189.51,768.91,1279.73,421.61,604.24
196011,12.18,11.71,12.43,10.61,8.46,24.02,29.37,27.02,25.72,26.45,59.5,62.57,59.53,59.95,52.84,140.6,147.98,141.17,150.56,111.51,1180.27,772.23,1282.05,420.83,613.89
196012,11.83,11.64,12.24,10.82,8.69,25.54,31.55,28.14,26.78,26.7,63.54,65.59,62.79,63.36,54.59,152.03,153.6,147.62,156.63,115.53,1236,808.25,1313.69,433.65,637.01
196101,12.71,12,12.51,11.18,8.78,27.27,31.9,28.93,26.76,27.33,65.08,68.32,65.14,65.11,55.37,160.53,160.47,155.28,162.04,118.17,1275.51,845.12,1425.92,448.88,656.36
196102,14.05,13.09,13.52,11.97,9.77,30.07,33.76,30.88,29.4,29.88,68.89,72.78,70.42,71.49,62.47,171.49,172.68,166.53,176.79,132.91,1329.06,899.8,1536.72,483.43,719.67
196103,14.81,14.07,14.31,12.67,10.4,32.58,36.72,32.47,31.96,32.15,73.62,77.1,73.95,75.24,65.38,181.32,182.26,174.47,183.8,137.99,1373,937.24,1543.81,497.04,732.07
196104,16.61,14.71,15.26,13.3,11.2,36.03,39.66,33.82,33.77,33.87,78.33,80.06,76.58,78.26,68.7,191.87,186.83,181.51,195.04,142.72,1397.24,959.57,1602.62,494.45,741.81
196105,16.82,15.19,15.53,13.56,11.25,36.79,39.98,34.1,34.74,35.49,77.7,80.86,74.77,78.84,69.6,190.35,188.57,184.28,193.56,134.05,1387.36,957.35,1637.61,497.53,776.89
196106,16.7,15.8,15.66,14.09,11.86,37.33,40.08,36.46,35.58,37.36,80.34,84.11,77.07,84.16,71.43,196.52,194.66,189.59,201.32,142.81,1426.03,984.11,1631.45,505.6,782.81
196107,16.69,15.4,15.76,13.94,10.8,36.98,38.19,37.69,34.25,33.92,83.06,81.41,77.63,78.68,75.67,199.36,179.09,180.57,173.6,173.08,1293.37,1565.51,1124.64,606.49,586.42
196108,16.96,15.39,15.24,14.25,10.81,37.18,37.75,37.86,34.41,34.6,82.68,82.38,79.02,79.96,76.88,200.59,184.37,184.85,175.32,172.32,1316.19,1644.52,1170.73,612.31,602.82
196109,17.58,15.5,15.1,14.13,10.98,38.31,37.8,38.22,34.64,35.12,82.31,83.4,78.01,81.07,76.82,209.84,191.56,191.27,175.47,176.51,1367.26,1667.62,1168.71,617.5,621.21
196110,16.47,14.57,14.62,13.71,10.53,36.36,35.75,36.92,33.23,34.53,79.08,83.44,75.53,78.66,72.86,205.17,187.66,185.42,167.99,169.8,1356.88,1633.61,1125.24,587.84,618.46
196111,16.74,15.53,15.09,13.95,10.65,35.78,36.49,37.97,33.24,34.84,80.77,86.37,76.85,80.45,72.02,210.9,193.7,193.82,165.03,173.16,1403.1,1652.91,1168.21,620.97,621.41
196112,17.84,16.26,16.03,14.79,11.12,37,39.58,39.88,34.82,36.93,87.28,90.06,79.79,83.37,72.86,220.36,197.74,202.35,170.44,178.81,1457.39,1754.46,1204.33,634.06,643.46
196201,17.1,16.92,15.72,14.94,11.22,35.28,39.39,39.73,35.4,36.28,85.84,87.63,80.02,84.4,73.62,211.83,193.54,201.98,172.46,176.26,1433.66,1773.39,1234.23,651.19,642.02
196202,18.16,16.31,15.95,15.17,11.67,33.83,39.11,39.45,35.64,37.22,81.68,85,77.12,82.34,74.82,200.48,188.84,196.51,175.35,181.89,1348.2,1701.6,1217.71,646.92,640.33
196203,18.22,16.07,16.21,15.38,11.86,34.15,39.67,39.26,36.27,37.71,84.07,84.49,77.48,83.31,75.67,202.7,190.78,200.99,175.76,183.06,1366.88,1729.58,1245.72,663.32,648.93
196204,18.57,16.33,16.32,15.72,11.83,34,39.75,38.69,35.72,37.23,80.44,84.99,76.9,81.51,74.71,199.29,188.76,198.91,174.57,178.19,1369.86,1712.75,1238.92,656.02,624.24
196205,17,15.02,15.08,14.47,11.03,31.31,36.97,35.49,33.16,34.87,75.79,82.03,71.31,76.74,69.85,185.64,176.99,184.6,160.71,167.65,1259.89,1625.61,1170.48,618.56,587.94
196206,15.15,13.31,13.39,13.3,9.76,27.39,31.4,32.11,29.87,30.99,65.59,74.32,63.11,68.16,63.29,160.62,159.93,168.7,151.67,155.04,1126.38,1498.12,1100.39,577.83,550.3
196207,13.95,13.58,11.11,12.1,9.16,30.56,27.84,28.95,28.76,26.33,60.59,66.07,60.19,58.69,58.83,160.27,142.33,149.47,133.27,155.98,1250.21,1031.52,1029.14,579.96,589.91
196208,15.29,14.86,12.04,12.76,9.85,32.63,29.58,31.13,30.16,28.59,66.55,68.51,62.66,60.88,62.83,172.11,150.65,156.38,139.32,161.42,1356.72,1098.99,1075.44,591.05,604.72
196209,16.72,15.19,12.46,12.83,10.09,35.08,29.96,32.5,30.71,29.14,68.33,70.58,64.56,61.66,63.29,177.25,154.72,158,142.27,163.5,1387.97,1117.38,1078.95,591.97,619.68
196210,15.23,13.85,11.26,12.11,9.44,32.08,28.28,29.82,28.61,26.74,61.86,66.19,61.32,57.47,59.66,166.76,147.55,150.35,132.42,154.28,1313.75,1064.45,1034.27,564.68,593.47
196211,13.65,12.82,10.85,11.64,9.19,30.51,26.77,28.42,28.25,26.44,58.95,65.15,61.1,56.44,58.8,161.35,146.6,149.39,129.73,153.73,1329.75,1072.33,1037.26,563.55,594.4
196212,15.57,14.92,12.18,13.34,10.44,35.03,30.92,31.45,32.14,30.45,68.16,72.37,68.3,63.91,66.3,184.2,163.08,166.16,144.15,179.99,1464.34,1163.23,1143.96,623.88,677.41
196301,14.97,14.14,12.09,12.96,10.17,33.89,30.58,30.88,31.33,29.12,65.95,73.15,67.29,62.43,65.05,183.8,164.62,167.98,142.4,183.06,1483.04,1190.24,1170.1,621.99,679.54
196302,16.92,15.76,13.25,14.34,11.19,36.44,32.31,33.18,34,32.35,70.06,77.2,70.47,67.76,71.02,193.37,172.57,177.56,155.93,193.71,1559.72,1237.25,1209.08,660.27,721.3
196303,16.33,15.16,13.09,14.18,11.29,34.94,31.59,32.29,33.26,32.25,67.23,75.88,69.8,65.67,71.39,186.66,169.45,175.27,153.74,192.01,1502.17,1211.51,1175.29,646.8,710.62
196304,17.09,14.91,13.08,14.34,11.66,34.74,31.86,32.56,34.13,32.55,67.11,76.84,70.31,67.85,72.27,190.32,171.78,179.6,158.46,199.07,1556.47,1243.87,1227.8,677.39,749.02
